TrialNumber,Ppn,DoorClicked,Won,TotalAmount,PAscore,NAscore,Time_msec
146,157,0,1.43,1.34,0.480833333333333,0.7690625,1344814
147,157,1,0.52,1.86,0.486041666666667,0.763854166666667,1350233
148,157,2,3.47,5.33,0.496458333333333,0.513854166666667,1355066
149,157,3,3.39,8.72,0.501666666666667,0.5190625,1360290
150,157,0,0.62,9.34,0.652708333333333,0.368020833333333,1366189
151,157,1,-2.81,6.53,0.486041666666667,0.4878125,1384157
152,157,0,1.47,8,0.486041666666667,0.388854166666667,1389555
1,158,2,-0.71,2.29,0.402708333333333,0.498229166666666,647621
2,158,1,3.06,5.35,0.673541666666667,0.493020833333333,658345
3,158,2,3.42,8.77,0.7725,0.5034375,670149
4,158,3,0.92,9.69,0.762083333333333,0.701354166666667,691082
5,158,3,-2.5,7.19,0.324583333333333,0.4565625,703238
6,158,1,-3.94,3.25,0.121458333333333,0.5034375,722482
7,158,0,0.78,4.03,0.480833333333333,0.5034375,728307
8,158,2,3.81,7.84,0.652708333333333,0.4878125,736090
9,158,1,-3.37,4.47,0.501666666666667,0.4878125,741556
10,158,3,-3.81,0.66,0.05375,0.5034375,748048
11,158,0,3.32,3.98,0.6475,0.5034375,753832
12,158,2,3.65,7.63,0.777708333333333,0.8003125,763519
13,158,1,-3.1,4.53,0.0797916666666668,0.508645833333333,769338
14,158,3,-3.37,1.16,0.069375,0.498229166666666,774318
15,158,2,1.13,2.29,0.168333333333333,0.482604166666667,779412
16,158,0,-3.82,-1.53,0.100625,0.5034375,784964
17,158,2,-3.19,-4.72,0.069375,0.904479166666667,792814
18,158,1,-0.77,-5.49,0.0641666666666667,0.9096875,797633
19,158,3,3.82,-1.67,0.163125,0.836770833333333,802359
20,158,0,-1.23,-2.9,0.0797916666666668,0.8628125,807817
21,158,2,-3.45,-6.35,0.11625,0.914895833333333,812305
22,158,1,3.9,-2.45,0.267291666666667,0.716979166666667,819626
23,158,3,-0.84,-3.29,0.11625,0.920104166666667,824312
24,158,2,-0.62,-3.91,0.0954166666666667,0.888854166666667,830196
25,158,1,0.74,-3.17,0.194375,0.638854166666667,836219
26,158,2,3.77,0.599999999999999,0.277708333333333,0.732604166666667,844227
27,158,3,3.47,4.07,0.282916666666667,0.633645833333333,859828
28,158,3,-3.24,0.829999999999999,0.121458333333333,0.841979166666667,946791
29,158,2,3.21,4.04,0.137083333333333,0.5971875,953851
30,158,0,1.07,5.11,0.0902083333333334,0.685729166666667,959563
31,158,3,-0.84,4.27,0.11625,0.696145833333333,966585
32,158,2,1.47,5.74,0.194375,0.888854166666667,971845
33,158,3,4.26,10,0.137083333333333,0.8003125,978465
34,158,0,-3.35,6.65,0.142291666666667,0.7221875,986117
35,158,1,-0.43,6.22,0.157916666666667,0.732604166666667,992555
36,158,3,1.25,7.47,0.189166666666667,0.795104166666667,997721
37,158,3,1.51,8.98,0.246458333333333,0.716979166666667,1003713
38,158,3,3.76,12.74,0.220416666666667,0.7065625,1008278
39,158,3,0.55,13.29,0.340208333333333,0.664895833333333,1013231
40,158,3,3.35,16.64,0.361041666666667,0.5815625,1018109
41,158,3,-1.05,15.59,0.350625,0.623229166666667,1022844
42,158,3,0.92,16.51,0.3975,0.5034375,1031332
43,158,3,-3.09,13.42,0.298541666666667,0.6284375,1036041
44,158,3,-3.97,9.45,0.24125,0.6909375,1040896
45,158,3,1.05,10.5,0.470416666666667,0.498229166666666,1046917
46,158,3,3.02,13.52,0.387083333333333,0.5971875,1051777
47,158,3,-3.83,9.69,0.329791666666667,0.5815625,1056319
48,158,3,-1.19,8.5,0.308958333333333,0.591979166666667,1060760
49,158,3,1.47,9.97,0.5225,0.498229166666666,1065700
50,158,3,0.94,10.91,0.371458333333333,0.5034375,1072306
51,158,0,-3.89,7.02,0.152708333333333,0.7534375,1078488
52,158,3,3.53,10.55,0.486041666666667,0.555520833333333,1084772
53,158,3,3.62,14.17,0.433958333333333,0.524270833333333,1089561
54,158,2,3.78,17.95,0.418333333333333,0.524270833333333,1098965
55,158,3,-3.4,14.55,0.277708333333333,0.7065625,1104000
56,158,3,-3.69,10.86,0.262083333333333,0.727395833333333,1109374
57,158,3,-0.82,10.04,0.251666666666667,0.7221875,1114079
58,158,3,0.69,10.73,0.345416666666667,0.6284375,1119891
59,158,3,3.17,13.9,0.402708333333333,0.5503125,1124514
60,158,2,-0.31,13.59,0.314166666666667,0.6753125,1130220
61,158,3,3.7,17.29,0.501666666666667,0.5034375,1135757
62,158,1,0.66,17.95,0.36625,0.586770833333333,1141645
63,158,3,1.02,18.97,0.590208333333333,0.430520833333333,1150514
64,158,3,-3.22,15.75,0.486041666666667,0.5034375,1158330
65,158,3,-3.01,12.74,0.381875,0.5971875,1162834
66,158,3,-3.92,8.82,0.293333333333333,0.654479166666667,1167585
67,158,3,-0.74,8.08,0.215208333333333,0.701354166666667,1172349
68,158,3,-3.77,4.31,0.189166666666667,0.7690625,1176878
69,158,3,1.37,5.68,0.288125,0.664895833333333,1181497
70,158,3,-3.13,2.55,0.225625,0.7846875,1186043
71,158,3,-0.5,2.05,0.121458333333333,0.8784375,1192014
72,158,3,-3.62,-1.57,0.0277083333333333,0.9721875,1197276
73,158,3,-1.23,-2.8,0.0172916666666667,0.966979166666667,1201827
74,158,2,3.61,0.810000000000002,0.0589583333333334,0.9253125,1207148
75,158,2,-3.93,-3.12,0.0433333333333334,0.946145833333333,1211727
76,158,2,1.25,-1.87,0.0641666666666667,0.9096875,1216131
77,158,2,-1.08,-2.95,0.038125,0.9409375,1220457
78,158,2,3.77,0.820000000000002,0.0954166666666667,0.920104166666667,1225259
79,158,2,0.5,1.32,0.0589583333333334,0.930520833333333,1229840
80,158,1,1.17,2.49,0.0902083333333334,0.914895833333333,1235592
81,158,2,-0.76,1.73,0.0745833333333333,0.914895833333333,1240090
82,158,1,1.15,2.88,0.137083333333333,0.8784375,1245356
83,158,1,-0.79,2.09,0.0850000000000001,0.888854166666667,1250295
84,158,2,3.28,5.37,0.0902083333333334,0.899270833333333,1254797
85,158,0,1.33,6.7,0.126666666666667,0.8940625,1259357
86,158,2,-0.55,6.15,0.0954166666666667,0.8784375,1264284
87,158,3,-3.91,2.24,0.11625,0.904479166666667,1269792
88,158,2,0.72,2.96,0.152708333333333,0.8315625,1274448
89,158,2,3.58,6.54,0.189166666666667,0.7846875,1285830
90,158,2,3.11,9.65,0.256875,0.7065625,1312271
91,158,0,-3.04,6.61,0.194375,0.810729166666667,1329447
92,158,2,1.38,7.99,0.225625,0.602395833333333,1337042
93,158,1,-1.24,6.75,0.142291666666667,0.618020833333333,1345136
94,158,2,3.93,10.68,0.126666666666667,0.586770833333333,1349914
95,158,2,1.23,11.91,0.105833333333333,0.524270833333333,1354567
96,158,2,3.11,15.02,0.282916666666667,0.482604166666667,1361549
97,158,2,0.89,15.91,0.308958333333333,0.607604166666667,1366065
98,158,1,-0.67,15.24,0.277708333333333,0.539895833333333,1372833
99,158,2,-3.88,11.36,0.215208333333333,0.5190625,1377232
100,158,2,-0.62,10.74,0.194375,0.602395833333333,1381902
101,158,2,0.55,11.29,0.17875,0.633645833333333,1386888
102,158,3,0.83,12.12,0.282916666666667,0.591979166666667,1401770
103,158,1,3.9,16.02,0.381875,0.576354166666667,1408965
104,158,2,-3.97,12.05,0.288125,0.701354166666667,1413884
105,158,1,-1.31,10.74,0.293333333333333,0.711770833333333,1418942
106,158,0,3.36,14.1,0.308958333333333,0.6128125,1424600
107,158,3,-0.94,13.16,0.21,0.6909375,1432157
108,158,2,-1.04,12.12,0.189166666666667,0.696145833333333,1437663
109,158,3,-1.02,11.1,0.204791666666667,0.701354166666667,1442073
110,158,3,-0.58,10.52,0.105833333333333,0.404479166666666,1447112
111,158,3,0.55,11.07,0.204791666666667,0.3940625,1453983
112,158,3,-0.77,10.3,0.100625,0.4096875,1459243
113,158,3,-0.71,9.59,0.0225,0.3940625,1466036
114,158,2,-3.92,5.67,0.0225,0.4409375,1470504
115,158,2,-3.38,2.29,0,0.1284375,1475004
116,158,2,-1.47,0.82,0.00166666666666676,0.1284375,1479613
117,158,3,3.44,4.26,0.298541666666667,0.102395833333333,1484507
118,158,0,-2.67,1.59,0.0172916666666667,0.0971874999999999,1489017
119,158,2,-3.59,-2,0.0120833333333334,0.0971874999999999,1493883
120,158,1,-1.41,-3.41,0.0172916666666667,0.107604166666667,1498521
121,158,2,-3.18,-6.59,0.0172916666666667,0.0971874999999999,1503271
122,158,2,-1.42,-8.01,0.0589583333333334,0.821145833333333,1508538
123,158,1,3.04,-4.97,0.314166666666667,0.810729166666667,1513253
124,158,1,-3.2,-8.17,0.0433333333333334,0.1284375,1517891
125,158,3,-0.91,-9.08,0.121458333333333,0.789895833333333,1526405
126,158,1,-0.71,-9.79,0.0954166666666667,0.914895833333333,1531211
127,158,2,-1.17,-10.96,0.111041666666667,0.914895833333333,1535887
128,158,0,0.54,-10.42,0.105833333333333,0.899270833333333,1542666
129,158,0,1.3,-9.12,0.0954166666666667,0.868020833333333,1547181
130,158,0,-0.77,-9.89,0.069375,0.0607291666666666,1553554
131,158,1,-1.39,-11.28,0,0.00343750000000004,1558277
132,158,1,-0.65,-11.93,0.00687500000000008,0.149270833333333,1564200
133,158,0,3.64,-8.29,0,0.102395833333333,1569420
134,158,0,0.52,-7.77,0.0277083333333333,0.118020833333333,1574699
135,158,0,0.98,-6.79,0,0.0815624999999998,1579570
136,158,0,-3.19,-9.98,0,0.00864583333333321,1584158
137,158,2,-1.5,-11.48,0,0.9878125,1594948
138,158,3,3.32,-8.16,0.05375,0.930520833333333,1599935
139,158,3,-3.77,-11.93,0.00687500000000008,0.9721875,1604588
140,158,3,3.29,-8.64,0.038125,0.9721875,1610710
141,158,3,3.16,-5.48,0.0850000000000001,0.9253125,1616411
142,158,3,3.46,-2.02,0.0485416666666667,0.946145833333333,1621008
143,158,3,2.01,-0.00999999999999712,0.0433333333333334,0.951354166666667,1625781
144,158,3,3.19,3.18,0.05375,0.951354166666667,1630813
145,158,3,-3.27,-0.0899999999999972,0.0745833333333333,0.930520833333333,1635699
146,158,3,1.43,1.34,0.0850000000000001,0.914895833333333,1640337
147,158,2,0.52,1.86,0.100625,0.8940625,1646387
148,158,3,3.47,5.33,0.111041666666667,0.8784375,1651005
149,158,2,3.39,8.72,0.1475,0.8315625,1655604
150,158,1,0.62,9.34,0.131875,0.868020833333333,1660417
151,158,3,-2.81,6.53,0.1475,0.852395833333333,1665058
152,158,2,1.47,8,0.131875,0.852395833333333,1670048
1,159,1,-0.71,2.29,0.0646852122986823,0.32190336749634,399518
2,159,1,3.06,5.35,0.562489019033675,0.0656808199121525,405177
3,159,2,3.42,8.77,0.533206442166911,0.0510395314787705,410395
4,159,3,0.92,9.69,0.657657393850659,0.0583601756954615,415911
5,159,0,-2.5,7.19,0.0646852122986823,0.570805270863836,422625
6,159,2,-3.94,3.25,0.0646852122986823,0.534202049780381,428320
7,159,1,0.78,4.03,0.130571010248902,0.0437188872620793,434634
8,159,2,3.81,7.84,0.745505124450952,0.021756954612006,441817
9,159,3,-3.37,4.47,0.0646852122986823,0.46099560761347,447169
10,159,1,-3.81,0.66,0.0500439238653001,0.614729136163983,453499
11,159,2,3.32,3.98,0.25502196193265,0.0437188872620793,459939
12,159,0,3.65,7.63,0.511244509516837,0.0510395314787705,466200
13,159,2,-3.1,4.53,0.0720058565153733,0.592767203513909,471729
14,159,3,-3.37,1.16,0.0720058565153733,0.790424597364568,477256
15,159,2,1.13,2.29,0.101288433382138,0.234055636896047,482634
16,159,0,-3.82,-1.53,0.0646852122986823,0.790424597364568,493833
17,159,2,-3.19,-4.72,0.0793265007320644,0.519560761346999,498849
18,159,3,-0.77,-5.49,0.5,0.5,504042
19,159,1,3.82,-1.67,0.39411420204978,0.914875549048317,511128
20,159,2,-1.23,-2.9,0.25502196193265,0.900234260614934,517607
21,159,3,-3.45,-6.35,0.108609077598829,0.651332357247438,524939
22,159,0,3.9,-2.45,0.0573645680819912,0.32190336749634,532602
23,159,2,-0.84,-3.29,0.123250366032211,0.570805270863836,542142
24,159,3,-0.62,-3.91,0.11592972181552,0.856310395314788,548451
25,159,0,0.74,-3.17,0.0866471449487555,0.299941434846267,555131
26,159,1,3.77,0.599999999999999,0.350190336749634,0.0583601756954615,561726
27,159,1,3.47,4.07,0.416076134699854,0.0290775988286973,607135
